User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Charge Status,Charge Difference
User_646,Nissan Leaf,100,Station_5,Houston,27/1/24 21:00,27/1/24 22:17,6.978771350415376,2.891860216001961,35.788923541786666,23.11595887064034,Morning,Tuesday,23.831531591573373,78.77996734336779,76.95159408,27.35537042917752,6,DC Fast Charger,Casual Driver,Correct,54.94843575
User_647,Chevy Bolt,62,Station_459,Chicago,27/1/24 22:00,28/1/24 0:00,30.549130796547445,3.7469924581485192,31.231512722736436,28.45569021387488,Afternoon,Tuesday,59.65792096193613,75.65430435209912,121.4615969598033,29.50261342460304,7,DC Fast Charger,Long-Distance Traveler,Correct,15.99638339
User_649,Tesla Model 3,25.57336024448351,Station_308,Chicago,28/1/24 0:00,28/1/24 1:53,34.793159860012636,3.4129161973536832,11.915550358678772,19.58754470487846,Evening,Thursday,12.13162329310939,76.19400124506882,152.25986699080715,33.37442726826608,1,Level 1,Long-Distance Traveler,Correct,64.06237795
User_650,Nissan Leaf,41.65658284822922,Station_333,Los Angeles,28/1/24 1:00,28/1/24 2:37,58.45788451376784,1.0203811604697437,25.603799331857445,37.033515850968875,Afternoon,Monday,30.098041544985836,76.86159546,73.79130119150985,20.692803471033734,7,Level 2,Casual Driver,Correct,46.76355391
User_652,Nissan Leaf,100,Station_181,Los Angeles,28/1/24 3:00,28/1/24 6:54,76.06503880500838,3.7243685191469313,5.490322577166959,8.832716318205737,Evening,Wednesday,15.221759885479162,83.98306136985278,233.27340676216312,10.675410149056148,1,DC Fast Charger,Long-Distance Traveler,Correct,68.76130148
User_656,Tesla Model 3,62,Station_362,New York,28/1/24 7:00,28/1/24 8:45,30.550011561630846,2.8343933534187222,8.831573588393466,38.44179324308953,Night,Monday,44.70101950340489,95.14564177,135.03776920278438,29.81421521116753,7,Level 2,Casual Driver,Correct,50.44462226
User_657,Tesla Model 3,75,Station_248,San Francisco,28/1/24 8:00,28/1/24 9:42,44.75866737764865,3.489771200380064,19.40437242911404,5.782817803801804,Night,Thursday,28.44310337367307,98.27285715890731,293.2067592472771,3.858658638525674,5,DC Fast Charger,Long-Distance Traveler,Correct,69.82975379
User_658,Nissan Leaf,75,Station_127,New York,28/1/24 9:00,28/1/24 10:46,59.15730847009105,2.866837148550388,19.101417092688408,20.11401485878327,Evening,Thursday,14.433598941002616,54.773365039702355,276.608932,34.32752406146333,3,Level 2,Casual Driver,Correct,40.3397661
User_659,Tesla Model 3,100,Station_263,New York,28/1/24 10:00,28/1/24 11:17,57.145559970831265,2.569753498142236,5.962444720986591,13.627218405167334,Morning,Wednesday,82.43318506688816,93.33593640782244,245.0546115322711,38.02009094304093,7,DC Fast Charger,Commuter,Correct,10.90275134
User_660,Chevy Bolt,75,Station_40,San Francisco,28/1/24 11:00,28/1/24 14:03,42.69140537961698,2.0733713859091227,38.68805256034166,38.29948700250448,Night,Thursday,48.45476290779429,82.51481540453399,39.053767256416336,2.055149445331742,3,Level 2,Casual Driver,Correct,34.0600525
User_661,Hyundai Kona,75,Station_412,Houston,28/1/24 12:00,28/1/24 14:11,23.83688010187143,2.853649233,12.329512359502848,36.23594103516018,Night,Sunday,63.198836279094415,73.81270846074626,192.32269501445737,29.028763662192333,2.8254819703558147,Level 1,Commuter,Correct,10.61387218
User_663,Tesla Model 3,85,Station_355,San Francisco,28/1/24 14:00,28/1/24 15:46,47.060925633313786,2.4455488373877685,10.41398710364594,31.57940064104084,Afternoon,Saturday,63.14412802079429,92.63890901,152.05684023287293,-7.163620819,6,Level 1,Casual Driver,Correct,29.49478099
User_664,Chevy Bolt,75,Station_255,Chicago,28/1/24 15:00,28/1/24 16:08,27.170170812816597,3.3209390614009493,23.824644086480745,9.887290856973978,Afternoon,Friday,46.82175304,79.21389611788328,163.1287884196002,4.162485470728397,4,DC Fast Charger,Commuter,Correct,32.39214308
User_665,Chevy Bolt,50,Station_143,New York,28/1/24 16:00,28/1/24 17:27,48.94232025145676,3.791622315899987,31.171170500929243,10.163701867084717,Morning,Saturday,75.81068442529316,89.15464228804454,112.72952000249526,31.508322982992222,4,DC Fast Charger,Commuter,Correct,13.34395786
User_667,Hyundai Kona,75,Station_228,San Francisco,28/1/24 18:00,28/1/24 19:57,58.19728526882489,1.7620474180588634,6.508745153,38.29626240191442,Evening,Sunday,25.84005873762033,83.11743200557254,221.2100281938695,19.90110938909792,5,DC Fast Charger,Casual Driver,Correct,57.27737327
User_668,Tesla Model 3,62,Station_341,San Francisco,28/1/24 19:00,28/1/24 21:22,65.20093720294392,2.952728388415329,22.57264064944385,9.017936694331294,Night,Sunday,13.909596696565243,77.57887511792278,214.92325852951828,15.032552008091375,7.197041544075574,DC Fast Charger,Casual Driver,Correct,63.66927842
User_669,Nissan Leaf,5.189529951841088,Station_198,Chicago,28/1/24 20:00,28/1/24 21:46,51.14211521001526,1.7809541535098248,21.118030649132415,34.739707312861626,Afternoon,Tuesday,58.189363147862366,69.15772794,290.76580556137594,18.38760345641107,2,Level 2,Commuter,Correct,10.96836479
User_670,Tesla Model 3,50,Station_65,Houston,28/1/24 21:00,28/1/24 22:46,69.71594630744188,3.783098445775636,10.063093768622078,37.11929536882584,Evening,Saturday,20.432310798427924,79.51998829798639,205.7699162392264,-4.478051973,4,DC Fast Charger,Long-Distance Traveler,Correct,59.0876775
User_671,Chevy Bolt,85,Station_388,Los Angeles,28/1/24 22:00,29/1/24 1:35,41.97718283907795,3.196445552138501,49.308369400939775,19.562816700909146,Evening,Tuesday,11.415452890941662,88.49863229758265,260.4855529228803,8.216271168307653,5,Level 2,Commuter,Correct,77.08317941
User_672,Tesla Model 3,50,Station_11,Houston,28/1/24 23:00,28/1/24 23:57,69.42235104080157,1.9373668689894512,9.889820742,10.834958906592462,Evening,Monday,29.13398078893268,99.88715307218884,74.04370796256828,37.268214954491775,5,DC Fast Charger,Casual Driver,Correct,70.75317228
User_673,Hyundai Kona,50,Station_108,New York,29/1/24 0:00,29/1/24 1:35,78.98357945200523,2.9040714587756455,37.47917296186442,32.75725727806328,Evening,Sunday,30.855323852249104,89.88889814024591,222.76171800791596,9.568914679552112,0,DC Fast Charger,Commuter,Correct,59.03357429
User_674,BMW i3,85,Station_26,San Francisco,29/1/24 1:00,29/1/24 1:39,8.527929006106092,2.9292312619958487,9.812104577010492,17.86108715956673,Evening,Saturday,40.40203633436858,66.02532263428573,99.23240605,39.93000319748301,1,Level 1,Commuter,Correct,25.6232863
User_675,Tesla Model 3,96.98923662331453,Station_445,Chicago,29/1/24 2:00,29/1/24 4:35,54.860003290031365,1.7409047219251486,38.70203714776589,18.791583931608667,Morning,Tuesday,16.504645864265477,133.6294352306017,225.6350477231055,-7.668417861,0,DC Fast Charger,Casual Driver,Correct,117.1247894
User_676,Hyundai Kona,105.55496694435764,Station_421,Houston,29/1/24 3:00,29/1/24 6:54,48.50288659256919,3.2569565894463173,43.60970746385774,13.984073654590322,Night,Monday,28.208935069265067,64.31222001060793,94.94198697812332,23.88774269762121,4,Level 2,Casual Driver,Correct,36.10328494
User_677,Hyundai Kona,62,Station_151,Chicago,29/1/24 4:00,29/1/24 5:27,52.53257448488719,0.7500343405308991,40.99044595574586,17.654317428764656,Night,Thursday,29.71940200562245,63.899161425123765,62.19603106163954,36.52061298064519,0,Level 2,Long-Distance Traveler,Correct,34.17975942
User_678,Chevy Bolt,75,Station_221,Houston,29/1/24 5:00,29/1/24 8:50,45.47118879513778,2.957746789429136,48.011455934007266,7.388725698983668,Morning,Sunday,56.83137688293154,89.62384238551863,289.78798435551073,26.504425571799175,6,Level 1,Commuter,Correct,32.7924655
User_681,Hyundai Kona,100,Station_237,Chicago,29/1/24 8:00,29/1/24 10:21,27.282216437981077,0.9998347402393436,24.478005326798822,12.45233588300988,Afternoon,Tuesday,54.573853324395245,74.28770014952136,130.78815463221682,-3.339891179,0,DC Fast Charger,Long-Distance Traveler,Correct,19.71384683
User_682,Hyundai Kona,75,Station_237,Chicago,29/1/24 9:00,29/1/24 10:53,11.514718098963709,2.460808920693919,3.8023033275213214,31.186780425230648,Night,Friday,18.886157164062443,82.46833405689074,234.87916492055177,-4.093359076,3,Level 1,Long-Distance Traveler,Correct,63.58217689
User_683,Nissan Leaf,62,Station_497,Los Angeles,29/1/24 10:00,29/1/24 12:52,9.44816711,1.465804515944262,40.515709335432035,17.593331704402168,Afternoon,Monday,75.62404762261002,93.73758915768624,115.37806159223754,-4.807451278,2.8963606640999924,DC Fast Charger,Commuter,Correct,18.11354154
User_684,Nissan Leaf,85,Station_219,Chicago,29/1/24 11:00,29/1/24 13:05,53.104493654248735,1.858096664,12.620547147036431,40.31753047,Night,Thursday,33.66013578,52.83378326682362,74.38140222321842,14.121318217820637,6,Level 2,Casual Driver,Correct,19.17364749
User_685,Chevy Bolt,75,Station_487,Chicago,29/1/24 12:00,29/1/24 13:02,28.788056755331933,3.191827856187692,33.372714771158726,11.34356700419534,Evening,Tuesday,40.830540261989384,61.64756308118157,125.8286099263755,1.3097312422493097,0,Level 1,Commuter,Correct,20.81702282
User_687,Hyundai Kona,101.10298785881888,Station_461,Houston,29/1/24 14:00,29/1/24 17:01,7.275443511373867,2.6906032551566943,21.06032430839848,34.654040907546545,Night,Saturday,12.88478096498137,72.45174831,66.80027139939963,26.953658531337915,0,Level 2,Commuter,Correct,59.56696735
User_688,Tesla Model 3,83.14159588676097,Station_151,Los Angeles,29/1/24 15:00,29/1/24 18:07,42.69140537961698,3.1365752044065474,49.23385306128027,38.37508852670592,Night,Sunday,68.84864852016932,86.41348670667381,109.38827191780068,34.414664875502226,4,Level 2,Casual Driver,Correct,17.56483819
User_690,Chevy Bolt,50,Station_144,Chicago,29/1/24 17:00,29/1/24 19:50,79.96222628140413,2.967779748643271,9.807729926080174,13.149916300642058,Afternoon,Friday,20.760171808157708,98.43286888943882,278.47568363906424,4.753258010825176,2,Level 2,Long-Distance Traveler,Correct,77.67269708
User_691,Hyundai Kona,100,Station_478,New York,29/1/24 18:00,29/1/24 21:39,57.23283445266599,1.389640351950641,30.94275330829091,5.663990127,Evening,Tuesday,22.44089942066365,63.15177111448933,36.00389596159371,0.8305829090527883,4,Level 1,Commuter,Correct,40.71087169
User_692,Hyundai Kona,62,Station_189,Los Angeles,29/1/24 19:00,29/1/24 20:16,39.22309337436299,3.068545305244945,25.603799331857445,11.95063657727633,Afternoon,Saturday,14.127521086604636,66.70572559279873,252.9319825548704,36.20147299349721,3,Level 2,Commuter,Correct,52.57820451
User_693,BMW i3,100,Station_255,Los Angeles,29/1/24 20:00,29/1/24 22:21,10.420110802780291,1.229348211397581,18.899703255699652,8.942145214401862,Afternoon,Saturday,54.97882573715829,59.780788575001054,143.56103568738638,21.293106505425005,2,Level 1,Commuter,Correct,4.801962838
User_694,Tesla Model 3,85,Station_68,Houston,29/1/24 21:00,29/1/24 23:53,47.19744469005413,1.551271282498898,23.43002274979381,9.988472791,Night,Friday,74.87748787760317,94.07356949467206,278.9265238402248,28.41994109024357,7,Level 1,Casual Driver,Correct,19.19608162
User_695,Tesla Model 3,75,Station_104,Chicago,29/1/24 22:00,30/1/24 1:43,64.45081158,3.998843750930618,21.47178993172093,31.667822130613803,Morning,Friday,46.22043610199324,89.43899158085306,231.1922316914763,18.966955539787385,1,Level 1,Commuter,Correct,43.21855548
User_696,Nissan Leaf,85,Station_336,San Francisco,29/1/24 23:00,30/1/24 2:58,37.84729729719263,2.262536220950611,2.8261462517994547,8.330983169593306,Afternoon,Wednesday,55.25180507003179,101.70196154582192,173.23290189326207,24.38193039875923,4,Level 2,Casual Driver,Correct,46.45015648
User_697,BMW i3,61.38144492828766,Station_159,Los Angeles,30/1/24 0:00,30/1/24 1:12,42.69140537961698,2.502937261,41.12611693007159,8.818942546495213,Afternoon,Saturday,36.34699295575206,78.65787558587593,200.38808819473533,38.24330058005226,0,Level 2,Commuter,Correct,42.31088263
User_698,Nissan Leaf,62,Station_309,Chicago,30/1/24 1:00,30/1/24 1:37,79.26318452230387,0.6201625989999864,27.64508954769722,27.606621088126865,Evening,Monday,80.47359963678021,81.06159952378948,108.9552568443528,17.199181245689548,7,Level 1,Commuter,Correct,0.587999887
User_701,Chevy Bolt,75,Station_300,New York,30/1/24 4:00,30/1/24 4:41,26.179783257937025,3.8059612959350178,25.857794702299618,26.59685476,Afternoon,Tuesday,66.53596712230103,81.32643859059355,243.87124463166649,-5.318501401,1,Level 2,Commuter,Correct,14.79047147
User_702,Chevy Bolt,75,Station_396,Los Angeles,30/1/24 5:00,30/1/24 6:53,42.69140537961698,2.854360526745444,45.45609302548899,22.85367292287481,Afternoon,Wednesday,46.278037482878126,58.47829058329158,151.86656920456252,31.54957073687514,5,Level 2,Commuter,Correct,12.2002531
User_703,Nissan Leaf,62,Station_90,Los Angeles,30/1/24 6:00,30/1/24 6:45,28.68467333811884,3.2465728993013476,16.487468098425715,30.52226562304346,Afternoon,Sunday,13.892462559930523,81.56870399845545,248.0224941305415,2.875158735218239,6,Level 1,Commuter,Correct,67.67624144
User_704,BMW i3,62,Station_357,New York,30/1/24 7:00,30/1/24 8:47,34.72671289756062,2.9597802593630083,24.021573950806896,25.478646503811067,Morning,Wednesday,80.99232289671558,94.75959997585818,264.7324232132674,-5.829833252,6,Level 2,Commuter,Correct,13.76727708
User_705,Tesla Model 3,100,Station_256,Los Angeles,30/1/24 8:00,30/1/24 11:57,56.65756369693637,0.6132085077161415,21.069771396509864,12.846529275978984,Night,Monday,84.61526142274654,88.99562892720596,151.96650872316795,17.367661723808453,0,Level 1,Casual Driver,Correct,4.380367504
User_706,BMW i3,50,Station_496,Chicago,30/1/24 9:00,30/1/24 10:28,5.583797770172537,2.8339269826645257,35.82084576495499,35.00912880039168,Afternoon,Thursday,68.59711303472281,95.58825531366833,125.25857779948792,16.510934643362084,3,Level 1,Casual Driver,Correct,26.99114228
User_707,Hyundai Kona,85,Station_353,Los Angeles,30/1/24 10:00,30/1/24 13:26,9.669665590124442,1.6215747563116645,37.51415163304576,16.716821965769462,Evening,Tuesday,48.38561451259521,71.20894956034991,145.13270890073923,-1.945067618,3.6081348728532543,Level 2,Commuter,Correct,22.82333505
User_708,Chevy Bolt,193.00307389089437,Station_220,Houston,30/1/24 11:00,30/1/24 12:32,42.74479256756108,1.180162501458162,40.205987598054165,14.255748276568443,Evening,Saturday,19.56303215617694,67.79633548104113,119.4883558366469,-4.172668306,4,Level 2,Casual Driver,Correct,48.23330332
User_709,Tesla Model 3,75,Station_9,Chicago,30/1/24 12:00,30/1/24 15:39,58.281853729008496,2.280942968456774,32.976500057737226,31.952997736716913,Afternoon,Sunday,34.459615544112054,84.48778807694728,205.39547022079915,26.126200973392812,5.4897001520247795,Level 1,Commuter,Correct,50.02817253
User_710,Tesla Model 3,50,Station_12,San Francisco,30/1/24 13:00,30/1/24 14:18,47.888624666783414,4.228305738,26.425218969093596,13.426059143998266,Afternoon,Friday,82.18039755013481,83.00880488864827,235.8950309401682,36.40880980861047,5,Level 1,Commuter,Correct,0.828407339
User_712,Hyundai Kona,62,Station_438,Los Angeles,30/1/24 15:00,30/1/24 16:02,12.12848439962642,2.954305533429753,9.582158682023236,38.121241218258966,Morning,Monday,48.94788600827787,77.67619770811736,81.64473755406577,23.61939627308142,2,DC Fast Charger,Casual Driver,Correct,28.7283117
User_713,Nissan Leaf,75,Station_244,Houston,30/1/24 16:00,30/1/24 16:59,45.90925215,0.7087385462007003,26.312150401609657,11.234497775213969,Night,Tuesday,40.71611726313112,97.28846478393484,194.2513955234278,28.403851512511956,5,Level 2,Commuter,Correct,56.57234752
User_714,Chevy Bolt,75,Station_182,Houston,30/1/24 17:00,30/1/24 20:36,8.115370261050328,1.9781475768604837,25.603799331857445,26.846863527631847,Evening,Saturday,22.18992507323624,99.62809793,223.4058066531342,33.691150813162494,0,DC Fast Charger,Long-Distance Traveler,Correct,77.43817286
User_716,BMW i3,100,Station_312,New York,30/1/24 19:00,30/1/24 19:44,27.85421045,1.8664816416786212,37.68861950326764,37.96070854587784,Morning,Thursday,12.17065798944529,98.07896305795944,89.81454216199296,-1.655538051,6,DC Fast Charger,Commuter,Correct,85.90830507
User_717,Nissan Leaf,85,Station_99,New York,30/1/24 20:00,30/1/24 21:51,23.222634384092796,0.6564859609421378,5.406718024307384,30.837150626255113,Afternoon,Saturday,17.513436634097637,97.23831329500736,214.20091795488923,22.910199504705652,0,Level 1,Long-Distance Traveler,Correct,79.72487666
User_718,Nissan Leaf,50,Station_197,Houston,30/1/24 21:00,30/1/24 23:01,21.308572550577523,3.735302162259872,28.04359239194004,39.925345871975026,Night,Tuesday,78.29829103715065,91.71603560211943,198.73381057526652,-5.46532879,1,DC Fast Charger,Casual Driver,Correct,13.41774456
User_719,Nissan Leaf,50,Station_482,New York,30/1/24 22:00,30/1/24 22:52,77.45749045486116,3.010517385146997,47.33304581130439,38.256636594908954,Afternoon,Sunday,63.57208978428879,68.75240394776228,273.6978210236848,-3.042041816,1,DC Fast Charger,Long-Distance Traveler,Correct,5.180314163
User_720,Nissan Leaf,62,Station_366,New York,30/1/24 23:00,31/1/24 2:55,32.25299063735733,3.6496256877146847,71.62104096,35.48158300718735,Evening,Friday,45.41422996353133,78.63832292,25.05757787305148,-1.925544736,4,Level 2,Commuter,Correct,33.22409296
User_722,Chevy Bolt,100,Station_333,New York,31/1/24 1:00,31/1/24 2:14,77.29578007017075,0.6842951580787797,5.971664972824204,8.431094782973393,Afternoon,Tuesday,52.89673368546667,74.04912798,86.45685085,-8.892368363,5,DC Fast Charger,Long-Distance Traveler,Correct,21.15239429
User_723,Nissan Leaf,75,Station_103,Los Angeles,31/1/24 2:00,31/1/24 3:31,26.493008140946493,2.117204146,7.148790446098545,27.96868973479901,Evening,Monday,55.394035744017515,56.75239993639017,261.41104964428166,19.67904953364568,5,Level 1,Long-Distance Traveler,Correct,1.358364192
User_724,BMW i3,50,Station_106,Houston,31/1/24 3:00,31/1/24 6:56,55.30273056094204,2.5445660594661716,37.34746081473556,24.08202573037472,Morning,Thursday,71.91664638264722,88.37524193738372,106.93964742381894,30.18843916487025,1,Level 2,Commuter,Correct,16.45859555
User_725,Tesla Model 3,100,Station_365,Chicago,31/1/24 4:00,31/1/24 7:48,10.192259430922377,2.1936622255764453,14.435352434618428,29.61595785137218,Evening,Saturday,14.184548280774854,71.74589400625973,298.9694610309599,-5.39232914,3,DC Fast Charger,Long-Distance Traveler,Correct,57.56134573
User_726,Tesla Model 3,42.22396426286603,Station_368,San Francisco,31/1/24 5:00,31/1/24 5:44,62.63400990213397,1.3061013638644594,37.57454771494434,18.484039803719117,Evening,Monday,69.88302901476676,89.70899824393155,38.61495714773572,1.1954220594389255,1,Level 1,Commuter,Correct,19.82596923
User_727,BMW i3,7.714516853958187,Station_58,Houston,31/1/24 6:00,31/1/24 7:15,36.229412760644024,1.8856890276693925,11.093063212886497,31.09005934380914,Evening,Monday,43.356673917181936,91.94031675,144.45037199616232,17.39682580808664,1,Level 2,Casual Driver,Correct,48.58364283
User_728,Nissan Leaf,62,Station_78,Houston,31/1/24 7:00,31/1/24 8:33,12.350406115320627,1.4995568792791971,44.04764539,24.30929723635528,Night,Wednesday,47.07173173,68.83315695012828,152.25986699080715,15.009867293225184,4,DC Fast Charger,Long-Distance Traveler,Correct,21.76142522
User_729,Chevy Bolt,75,Station_75,Los Angeles,31/1/24 8:00,31/1/24 11:23,28.248510232660248,2.573551148931767,26.640176850452665,16.52212514810843,Morning,Monday,53.82003673204953,67.23316373441783,149.00427080858486,16.694086243987016,6,Level 1,Casual Driver,Correct,13.413127
User_730,Tesla Model 3,62,Station_42,New York,31/1/24 9:00,31/1/24 12:33,53.18988765045248,1.901457614097896,4.875602271353545,36.92869645022542,Night,Sunday,59.10391672336647,95.23017417720116,166.98175067619556,37.395109148305515,7,Level 1,Casual Driver,Correct,36.12625745
User_731,Hyundai Kona,62,Station_422,Los Angeles,31/1/24 10:00,31/1/24 13:21,63.97196694472084,1.9815097094694272,41.34889744678012,10.340106053576346,Morning,Saturday,54.84308704413998,99.13049535,90.79486285484404,9.192514759905432,0.6898866541271644,DC Fast Charger,Commuter,Correct,44.28740831
User_732,Hyundai Kona,75,Station_324,New York,31/1/24 11:00,31/1/24 12:44,48.66355521084799,1.756271660885669,36.323727747600145,15.39957845343005,Afternoon,Thursday,49.28268958934411,91.74603216,178.12130884759824,21.012405594464532,0,Level 1,Long-Distance Traveler,Correct,42.46334257
User_733,BMW i3,75,Station_181,New York,31/1/24 12:00,31/1/24 15:06,51.16176878981536,1.9245725356677117,14.898359207134598,35.91280515720252,Afternoon,Friday,40.35911245487125,79.59600701886347,258.28967829086355,31.563179987120684,11.688592472503668,DC Fast Charger,Casual Driver,Correct,39.23689456
User_734,Nissan Leaf,75,Station_33,Houston,31/1/24 13:00,31/1/24 16:39,68.24465321163233,3.3755705094115314,49.361251101703914,33.36036096937211,Evening,Wednesday,57.90799490448934,88.30938417267018,276.3925880192631,14.826203728258427,2,Level 1,Long-Distance Traveler,Correct,30.40138927
User_735,Tesla Model 3,62,Station_71,New York,31/1/24 14:00,31/1/24 15:21,70.38483283,1.0466206565434557,20.619603394084866,25.437143248981023,Evening,Monday,32.45935623541265,75.45762691513535,302.85248972263145,-6.497175363,6,DC Fast Charger,Long-Distance Traveler,Correct,42.99827068
User_736,Nissan Leaf,75,Station_56,San Francisco,31/1/24 15:00,31/1/24 18:31,56.55292752,2.621035258115002,4.340098531957683,38.84657688665273,Night,Saturday,29.26035318542457,88.25311988557496,12.024294092276849,10.511561681861266,6,Level 2,Long-Distance Traveler,Correct,58.9927667
User_737,Tesla Model 3,85,Station_105,San Francisco,31/1/24 16:00,31/1/24 17:57,16.827771594461893,2.7388169441628936,14.511282307810957,11.579766187038956,Morning,Sunday,30.615241986716526,82.46098167708193,199.30177166284437,25.964996849071653,6,Level 1,Long-Distance Traveler,Correct,51.84573969
User_739,BMW i3,100,Station_101,Houston,31/1/24 18:00,31/1/24 19:52,6.0651617128073525,3.597765518900319,46.62351208569203,16.178031410568018,Morning,Sunday,19.646897289458796,71.19100274361134,92.40439692859523,27.292127036877663,3.697095409121533,DC Fast Charger,Long-Distance Traveler,Correct,51.54410545
User_740,Hyundai Kona,62,Station_256,Los Angeles,31/1/24 19:00,31/1/24 20:35,10.137709442892056,1.582369811687995,36.077844709089504,26.554263704807763,Evening,Tuesday,34.89212626163041,99.87119867405448,217.59663464578475,40.816740375598386,1,Level 1,Commuter,Correct,64.97907241
User_741,Nissan Leaf,75,Station_307,Chicago,31/1/24 20:00,31/1/24 22:59,62.53761053,3.111666691610565,24.187852316655015,21.663198645951756,Evening,Wednesday,14.823808108603975,69.84305861012679,257.31315515017695,19.149838071432654,5,Level 2,Commuter,Correct,55.0192505
User_742,Hyundai Kona,62,Station_74,New York,31/1/24 21:00,31/1/24 21:49,42.69140537961698,2.367179119,31.714702326630785,18.099218357694404,Morning,Thursday,80.99831078490269,84.04691901123175,158.36045105736642,36.39435477368323,6,DC Fast Charger,Long-Distance Traveler,Correct,3.048608226
User_743,Nissan Leaf,37.32971365145482,Station_171,Chicago,31/1/24 22:00,31/1/24 23:02,16.497212038654055,1.8113551144469375,9.554956967284827,12.189221570993306,Evening,Tuesday,50.53193933,93.95394941310784,225.2552691628917,31.79654964103584,0,Level 2,Long-Distance Traveler,Correct,43.42201008
User_746,Chevy Bolt,62,Station_166,Houston,1/2/24 1:00,1/2/24 2:15,41.76664809903056,4.592690577362033,21.833724028094156,36.70441022498065,Afternoon,Friday,42.35837562463637,51.49172570737395,14.592443203376243,38.812689198806495,6,Level 1,Casual Driver,Correct,9.133350083
User_748,Chevy Bolt,62,Station_261,San Francisco,1/2/24 3:00,1/2/24 5:07,69.4391779,3.659591613822005,16.613387659947108,12.612642335915623,Evening,Tuesday,22.712598558458748,50.79879144216912,266.82987663387615,9.994231760286434,5,Level 2,Long-Distance Traveler,Correct,28.08619288
User_749,Tesla Model 3,75,Station_221,Los Angeles,1/2/24 4:00,1/2/24 5:26,38.711207157580986,2.9675602434122106,14.53360130974745,14.361848504707996,Night,Sunday,28.63084090639802,61.657899926830225,260.4883265203245,-6.359400394,5,Level 1,Casual Driver,Correct,33.02705902
User_750,Chevy Bolt,81.36841583065208,Station_83,Houston,1/2/24 5:00,1/2/24 6:56,57.97765788877307,2.8590803131057148,6.499187934882619,14.338233635908136,Evening,Thursday,58.30868499503002,63.86610505130568,114.88329577828593,7.636850332176735,5,DC Fast Charger,Long-Distance Traveler,Correct,5.557420056
User_752,BMW i3,100,Station_307,New York,1/2/24 7:00,1/2/24 8:24,40.319061981322655,1.7436069251387414,11.767850572118778,15.100266421622006,Evening,Thursday,31.093089045581024,86.58495949773607,99.18733328029695,0.534567342,7,Level 1,Casual Driver,Correct,55.49187045
User_753,Tesla Model 3,50,Station_10,San Francisco,1/2/24 8:00,1/2/24 9:30,47.19807479360746,2.861382945524818,44.336610351548224,27.385214594698137,Morning,Saturday,65.47847010859027,84.22698702525429,86.60938167662027,4.251871253120745,6,Level 2,Commuter,Correct,18.74851692
User_754,Chevy Bolt,100,Station_396,Los Angeles,1/2/24 9:00,1/2/24 10:58,22.515635144477624,3.5555598847937864,35.152484717746816,11.219943743492752,Night,Thursday,40.13578074348084,59.06838801,80.16440861055356,16.336447222789015,6,DC Fast Charger,Commuter,Correct,18.93260727
User_755,Chevy Bolt,62,Station_4,Chicago,1/2/24 10:00,1/2/24 10:37,68.26093768441355,2.4135793179435385,33.64483513585735,17.034410635090282,Morning,Tuesday,46.37700488664862,88.38593824106768,152.25986699080715,-9.542573214,7,DC Fast Charger,Long-Distance Traveler,Correct,42.00893335
User_756,Chevy Bolt,50,Station_351,San Francisco,1/2/24 11:00,1/2/24 11:45,73.50597036,1.8359090701214855,30.93142779,31.849009641299972,Afternoon,Thursday,60.77484914937618,63.566581325432146,246.28751484972423,2.3152612211978045,2,Level 1,Commuter,Correct,2.791732176
User_757,Hyundai Kona,75,Station_402,New York,1/2/24 12:00,1/2/24 15:25,73.86936259559798,1.1968001428584762,26.086973082683723,5.644054414,Morning,Friday,80.69801215627292,88.20526202858028,180.45460214898844,21.294590532871357,4,Level 2,Long-Distance Traveler,Correct,7.507249872
User_758,Nissan Leaf,50,Station_336,Houston,1/2/24 13:00,1/2/24 15:25,64.37713244013099,2.3148600166084794,15.256569201592624,8.811798668810745,Afternoon,Monday,15.586956248765569,98.80776450626408,199.75840075880325,25.40739975553059,3,Level 2,Long-Distance Traveler,Correct,83.22080826
User_759,Hyundai Kona,50,Station_488,Los Angeles,1/2/24 14:00,1/2/24 15:30,12.010095267833266,0.7529595951441994,47.90206130269109,35.09170481062701,Night,Wednesday,41.65702959664234,83.15672197368188,133.4464694872657,23.94913864573946,5,DC Fast Charger,Commuter,Correct,41.49969238
User_760,Nissan Leaf,29.59428888586566,Station_292,San Francisco,1/2/24 15:00,1/2/24 15:44,36.226212409732376,3.992427387020465,27.196487830344477,21.932716714540124,Night,Saturday,80.58328311610703,91.07842504868992,34.03765663214346,23.33398201168771,3,Level 2,Commuter,Correct,10.49514193
User_761,Chevy Bolt,100,Station_281,Chicago,1/2/24 16:00,1/2/24 19:42,28.84698737447133,3.2937133901037967,11.027648410925542,10.430875448005471,Morning,Sunday,41.58622013245012,89.99519636379434,298.6313760489738,-0.464122906,4,Level 2,Long-Distance Traveler,Correct,48.40897623
